Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,16893,0,32,28.973497627478924,2.840499999999968,68.99083300000086,7354.0,582.242421200473,0.0,32,34,35,36,38,40,43,45,58,67,69
,Aggregated,16893,0,32,28.973497627478924,2.840499999999968,68.99083300000086,7354.0,582.242421200473,0.0,32,34,35,36,38,40,43,45,58,67,69
