Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,17017,0,33,28.56667674402064,2.807625000000036,50.087000000001325,7354.0,586.2706188222379,0.0,33,34,35,35,37,39,41,43,48,50,50
,Aggregated,17017,0,33,28.56667674402064,2.807625000000036,50.087000000001325,7354.0,586.2706188222379,0.0,33,34,35,35,37,39,41,43,48,50,50
