Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,19700,0,28,24.839861742994845,2.8061249999999927,58.935500000000474,7354.0,679.0766273297121,0.0,28,29,30,31,33,34,37,38,44,56,59
,Aggregated,19700,0,28,24.839861742994845,2.8061249999999927,58.935500000000474,7354.0,679.0766273297121,0.0,28,29,30,31,33,34,37,38,44,56,59
