Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,18329,0,30,26.70413880833638,2.9241249999999996,51.841082999999344,7354.0,631.8214287287552,0.0,30,31,32,33,35,37,39,41,47,52,52
,Aggregated,18329,0,30,26.70413880833638,2.9241249999999996,51.841082999999344,7354.0,631.8214287287552,0.0,30,31,32,33,35,37,39,41,47,52,52
