Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,16327,0,33,29.976504120659037,3.2592499999999913,61.607833000000056,7354.0,562.8671671272772,0.0,33,35,36,37,39,41,44,46,51,58,62
,Aggregated,16327,0,33,29.976504120659037,3.2592499999999913,61.607833000000056,7354.0,562.8671671272772,0.0,33,35,36,37,39,41,44,46,51,58,62
