Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,81126,0,6,5.670047130673257,0.7000419999999563,20.858249999999856,7354.0,2794.604614610094,0.0,6,6,7,7,7,8,10,12,15,18,21
,Aggregated,81126,0,6,5.670047130673257,0.7000419999999563,20.858249999999856,7354.0,2794.604614610094,0.0,6,6,7,7,7,8,10,12,15,18,21
